phase,dataset,variant,seed,git_sha,timestamp,host,N,Dim,ef_ref,threads,repeat,build_time_s,edges,avg_degree,Recall_pct,CV,M_index,ef_construction
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:44,hallasan,60000,784,149,12,2,2.2820773124694824,784741,13.079016666666666,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:46,hallasan,60000,784,149,13,0,2.250556230545044,784850,13.080833333333333,97.97999999999999,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:48,hallasan,60000,784,149,13,1,2.184058666229248,785161,13.086016666666668,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:50,hallasan,60000,784,149,13,2,2.251279354095459,784678,13.077966666666667,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:53,hallasan,60000,784,149,14,0,2.2106449604034424,785392,13.089866666666667,97.96999999999998,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:55,hallasan,60000,784,149,14,1,2.19152569770813,784681,13.078016666666667,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:57,hallasan,60000,784,149,14,2,2.215254545211792,785072,13.084533333333333,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:49:59,hallasan,60000,784,149,15,0,2.1763899326324463,784955,13.082583333333334,97.97999999999999,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:50:01,hallasan,60000,784,149,15,1,2.1350739002227783,785041,13.084016666666667,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:50:04,hallasan,60000,784,149,15,2,2.1889519691467285,784845,13.08075,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:50:06,hallasan,60000,784,149,16,0,2.1481614112854004,784867,13.081116666666667,97.99,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:50:08,hallasan,60000,784,149,16,1,2.129690647125244,784403,13.073383333333334,,0.2633617193820138,22,100
1,mnist,dhnsw_ef100,42,10cbb68,2026-09-04T21:50:10,hallasan,60000,784,149,16,2,2.1473991870880127,785052,13.0842,,0.2633617193820138,22,100
